State,Year,Quarter,District,Count,Amount
Goa,2018,1,north goa,95114,187108291.98525044
Goa,2018,1,south goa,65783,116748450.35783319
Goa,2020,2,north goa,883695,1294651809.391935
Goa,2020,2,south goa,598397,888964620.6248364
Goa,2020,3,north goa,1165122,2087621922.6831622
Goa,2020,3,south goa,750409,1280721658.2614956
Goa,2020,4,north goa,2504378,4712001378.742861
Goa,2020,4,south goa,1297003,2187791368.837076
Goa,2020,1,north goa,1277387,2374507200.865538
Goa,2020,1,south goa,603850,1035864031.0582266
Goa,2022,2,north goa,9999773,16484842033.028084
Goa,2022,2,south goa,4216281,6388195726.492123
Goa,2022,3,north goa,8310698,13076925808.314318
Goa,2022,3,south goa,4877989,6497339467.392014
Goa,2022,4,north goa,11455490,17268434371.99816
Goa,2022,4,south goa,5737184,7656551999.340998
Goa,2022,1,north goa,8513573,14075639843.882042
Goa,2022,1,south goa,3700525,5740805558.964066
Goa,2021,2,north goa,3083639,5391453884.873638
Goa,2021,2,south goa,1626496,2621399702.202361
Goa,2021,3,north goa,4282602,7042155411.60932
Goa,2021,3,south goa,2185161,3436270181.327051
Goa,2021,4,north goa,7808548,13467044827.548832
Goa,2021,4,south goa,3280211,5160212288.320821
Goa,2021,1,north goa,3797921,7119400649.563017
Goa,2021,1,south goa,1533628,2637842229.458396
Goa,2023,2,north goa,17849215,27042471683.0
Goa,2023,2,south goa,8681375,11369735260.0
Goa,2023,1,north goa,16251833,24505420924.0
Goa,2023,1,south goa,7943237,10591544851.0
Goa,2019,2,north goa,470250,1020834861.8525431
Goa,2019,2,south goa,298191,571032241.535074
Goa,2019,3,north goa,673971,1293013307.2683115
Goa,2019,3,south goa,418445,707353884.2285295
Goa,2019,4,north goa,980231,1963621433.5422535
Goa,2019,4,south goa,535041,959838914.9572154
Goa,2019,1,north goa,441807,940864352.317215
Goa,2019,1,south goa,297005,534459044.9593618
Mizoram,2018,2,aizawl,16353,48340497.162337765
Mizoram,2018,2,lunglei,3249,6814747.054434758
Mizoram,2018,2,kolasib,2092,5117340.437229811
Mizoram,2018,2,mamit,1813,10477582.990376014
Mizoram,2018,2,serchhip,1237,3831939.5692156893
Mizoram,2018,2,saiha,846,5346759.668342534
Mizoram,2018,2,champhai,834,2204311.92373675
Mizoram,2018,2,lawngtlai,627,1375226.7520610169
Mizoram,2018,3,aizawl,24199,72031541.21772185
Mizoram,2018,3,lunglei,4716,12189472.093972277
Mizoram,2018,3,kolasib,2631,6563816.625400645
Mizoram,2018,3,mamit,2247,5446959.531490731
Mizoram,2018,3,serchhip,2133,6572902.580575922
Mizoram,2018,3,lawngtlai,1231,3422241.331497662
Mizoram,2018,3,champhai,1099,4369317.524420092
Mizoram,2018,3,saiha,1060,6004487.220311114
Mizoram,2018,4,aizawl,31828,114757156.94931005
Mizoram,2018,4,lunglei,6349,20867419.800037555
Mizoram,2018,4,kolasib,4701,13882638.975375151
Mizoram,2018,4,mamit,4168,12100776.511940831
Mizoram,2018,4,serchhip,2830,9311124.637936298
Mizoram,2018,4,lawngtlai,2341,5862745.984908307
Mizoram,2018,4,champhai,1726,6092672.776851988
Mizoram,2018,4,saiha,1299,7552316.893169427
Mizoram,2018,1,aizawl,12006,27918980.947612703
Mizoram,2018,1,lunglei,1604,2350555.3184242332
Mizoram,2018,1,kolasib,1457,3891685.392413744
Mizoram,2018,1,mamit,1133,5729263.410353888
Mizoram,2018,1,lawngtlai,735,547180.2110017058
Mizoram,2018,1,serchhip,691,1729998.4078016218
Mizoram,2018,1,saiha,482,2188550.572811981
Mizoram,2018,1,champhai,453,871005.7153709702
Mizoram,2020,2,aizawl,93369,238637352.5294009
Mizoram,2020,2,lunglei,27260,60375778.3281481
Mizoram,2020,2,lawngtlai,22369,44085859.538810775
Mizoram,2020,2,mamit,15352,24755549.9649563
Mizoram,2020,2,kolasib,14432,29350410.444769997
Mizoram,2020,2,serchhip,10425,19459795.690984458
Mizoram,2020,2,champhai,8480,20817381.347150292
Mizoram,2020,2,saiha,6775,19711305.598098427
Mizoram,2020,3,aizawl,136460,413175918.97011656
Mizoram,2020,3,lunglei,30971,83270436.83501583
Mizoram,2020,3,lawngtlai,25540,62210090.16784428
Mizoram,2020,3,mamit,17199,28176447.030524082
Mizoram,2020,3,kolasib,15789,35985260.690991834
Mizoram,2020,3,champhai,11286,35131298.73356742
Mizoram,2020,3,serchhip,10351,25197852.939255524
Mizoram,2020,3,saiha,7107,24796870.137284856
Mizoram,2020,4,aizawl,166039,532069401.32491755
Mizoram,2020,4,lunglei,41847,117007241.0363552
Mizoram,2020,4,lawngtlai,32803,102209937.65580331
Mizoram,2020,4,mamit,21383,48253980.828914225
Mizoram,2020,4,kolasib,21149,56473537.93676706
Mizoram,2020,4,champhai,15587,50140873.98671983
Mizoram,2020,4,serchhip,14804,39531569.17092189
Mizoram,2020,4,saiha,8995,40835573.753559604
Mizoram,2020,1,aizawl,78597,215534588.05424356
Mizoram,2020,1,lunglei,19703,47052524.734837465
Mizoram,2020,1,lawngtlai,13887,31918357.190269426
Mizoram,2020,1,mamit,12136,21524123.962646015
Mizoram,2020,1,kolasib,11386,26364756.939303108
Mizoram,2020,1,serchhip,7512,15256865.240079906
Mizoram,2020,1,champhai,6269,19712814.749991663
Mizoram,2020,1,saiha,4119,14713548.478265904
Mizoram,2022,2,aizawl,364786,1137178791.3961444
Mizoram,2022,2,lunglei,71974,216551898.04095763
Mizoram,2022,2,lawngtlai,55575,178078191.45037478
Mizoram,2022,2,kolasib,44824,125315221.50869848
Mizoram,2022,2,mamit,35643,98025373.52449824
Mizoram,2022,2,champhai,30607,103805199.37272806
Mizoram,2022,2,serchhip,24248,72294618.64313027
Mizoram,2022,2,saiha,16320,71937273.17240411
Mizoram,2022,3,aizawl,383546,1129120156.9892116
Mizoram,2022,3,lunglei,81428,231838246.93491793
Mizoram,2022,3,lawngtlai,52771,160991694.95874986
Mizoram,2022,3,kolasib,44830,121251949.18563817
Mizoram,2022,3,mamit,32604,88879142.37748808
Mizoram,2022,3,champhai,25701,86209300.03437018
Mizoram,2022,3,serchhip,23168,65622336.99787671
Mizoram,2022,3,saiha,14990,62352784.58970161
Mizoram,2022,4,aizawl,360350,1054341698.8459929
Mizoram,2022,4,lunglei,99571,275164384.7691406
Mizoram,2022,4,lawngtlai,60120,176322495.4134693
Mizoram,2022,4,kolasib,55854,157046232.3046887
Mizoram,2022,4,mamit,39889,111490213.09424147
Mizoram,2022,4,champhai,33252,110073440.44820768
Mizoram,2022,4,serchhip,25172,71431982.54694104
Mizoram,2022,4,saiha,19566,82040637.84033793
Mizoram,2022,1,aizawl,341192,1081700361.9959884
Mizoram,2022,1,lunglei,70118,225762310.6230601
Mizoram,2022,1,lawngtlai,52546,177710904.9278997
Mizoram,2022,1,kolasib,41730,131565353.72167373
Mizoram,2022,1,mamit,31141,85615813.92389987
Mizoram,2022,1,champhai,28284,104778862.41112822
Mizoram,2022,1,serchhip,25542,73577504.13530782
Mizoram,2022,1,saiha,14364,64447851.87228675
Mizoram,2021,2,aizawl,222893,635733236.9899334
Mizoram,2021,2,lunglei,46084,125798685.12915294
Mizoram,2021,2,lawngtlai,38779,110575273.85365936
Mizoram,2021,2,kolasib,23910,66068598.11704218
Mizoram,2021,2,mamit,20464,51797964.37426142
Mizoram,2021,2,champhai,15913,52313277.17825453
Mizoram,2021,2,serchhip,15664,39541209.17776598
Mizoram,2021,2,saiha,10633,41046228.48202239
Mizoram,2021,3,aizawl,276340,865537331.9432544
Mizoram,2021,3,lunglei,55054,157303231.44253838
Mizoram,2021,3,lawngtlai,44431,130625157.50867543
Mizoram,2021,3,kolasib,30064,84157970.6374866
Mizoram,2021,3,mamit,22878,65856355.67206965
Mizoram,2021,3,serchhip,19902,54838260.2224697
Mizoram,2021,3,champhai,18678,71974971.0552853
Mizoram,2021,3,saiha,11182,43455371.73017335
Mizoram,2021,4,aizawl,317555,1021257676.3595349
Mizoram,2021,4,lunglei,62996,193267816.72749367
Mizoram,2021,4,lawngtlai,47572,152734951.83765793
Mizoram,2021,4,kolasib,37950,113743718.86428112
Mizoram,2021,4,mamit,28553,76910208.12744261
Mizoram,2021,4,champhai,25625,100501231.3416473
Mizoram,2021,4,serchhip,21092,58127189.330209725
Mizoram,2021,4,saiha,11986,54122948.934775494
Mizoram,2021,1,aizawl,182220,609359098.2421973
Mizoram,2021,1,lunglei,40131,133262456.03079641
Mizoram,2021,1,lawngtlai,31658,106154307.36708316
Mizoram,2021,1,kolasib,22212,71207105.1965721
Mizoram,2021,1,mamit,18670,51226307.47618229
Mizoram,2021,1,champhai,13769,51873702.9412937
Mizoram,2021,1,serchhip,12877,42644166.311948836
Mizoram,2021,1,saiha,8038,35378443.37986354
Mizoram,2023,2,aizawl,591532,1487286801.0
Mizoram,2023,2,lunglei,143000,370416278.0
Mizoram,2023,2,lawngtlai,118358,363557404.0
Mizoram,2023,2,kolasib,115550,294504301.0
Mizoram,2023,2,mamit,78957,210372609.0
Mizoram,2023,2,champhai,62301,181668968.0
Mizoram,2023,2,serchhip,59329,133368970.0
Mizoram,2023,2,saiha,39903,150631245.0
Mizoram,2023,1,aizawl,504609,1341466173.0
Mizoram,2023,1,lunglei,133494,370554828.0
Mizoram,2023,1,kolasib,101803,285504599.0
Mizoram,2023,1,lawngtlai,100980,302696707.0
Mizoram,2023,1,mamit,70712,203623313.0
Mizoram,2023,1,champhai,60149,197355098.0
Mizoram,2023,1,serchhip,47296,123979875.0
Mizoram,2023,1,saiha,33552,130442146.0
Mizoram,2019,2,aizawl,45257,147150855.43357456
Mizoram,2019,2,lunglei,8919,29564431.131805927
Mizoram,2019,2,kolasib,5077,15941097.796656493
Mizoram,2019,2,mamit,5047,15936975.402700387
Mizoram,2019,2,lawngtlai,4502,12828264.165793028
Mizoram,2019,2,serchhip,2917,10740915.810445426
Mizoram,2019,2,champhai,2055,7970010.188288981
Mizoram,2019,2,saiha,1897,7884158.20574963
Mizoram,2019,3,aizawl,54796,162632861.96810922
Mizoram,2019,3,lunglei,13305,34090897.89113889
Mizoram,2019,3,kolasib,6977,17976086.411676798
Mizoram,2019,3,mamit,6296,14161494.187527733
Mizoram,2019,3,lawngtlai,6097,14593963.455838619
Mizoram,2019,3,serchhip,4389,12447829.176727356
Mizoram,2019,3,champhai,3512,12151523.038879696
Mizoram,2019,3,saiha,2722,10739243.821443643
Mizoram,2019,4,aizawl,68532,215337713.34849542
Mizoram,2019,4,lunglei,15344,42919898.6938625
Mizoram,2019,4,kolasib,11051,24470971.73397691
Mizoram,2019,4,mamit,8468,16925628.21634368
Mizoram,2019,4,lawngtlai,8069,22279514.789250825
Mizoram,2019,4,serchhip,5889,15064874.565576479
Mizoram,2019,4,champhai,4878,17885681.11019664
Mizoram,2019,4,saiha,3008,13805068.176785678
Mizoram,2019,1,aizawl,40608,125499167.45130551
Mizoram,2019,1,lunglei,8092,24562628.04677686
Mizoram,2019,1,kolasib,5590,15775791.308525538
Mizoram,2019,1,mamit,5400,15141345.457853138
Mizoram,2019,1,lawngtlai,3749,12077236.041769965
Mizoram,2019,1,serchhip,2964,9972286.162915044
Mizoram,2019,1,saiha,2038,8448785.630905889
Mizoram,2019,1,champhai,1865,6683655.297350604
Odisha,2018,2,khordha,1344202,1738879066.970015
Odisha,2018,2,baleshwar,711772,628176565.8703398
Odisha,2018,2,cuttack,703794,703532192.7454895
Odisha,2018,2,ganjam,516556,659317553.0568262
Odisha,2018,2,jajapur,516443,374915596.36223686
Odisha,2018,2,bhadrak,401149,370601551.17362005
Odisha,2018,2,puri,399081,317753882.2036277
Odisha,2018,2,kendujhar,354756,396095822.9971422
Odisha,2018,2,jagatsinghapur,352035,213321220.30559194
Odisha,2018,2,mayurbhanj,309322,308804358.7495179
Odisha,2018,3,khordha,5333443,4389717266.977921
Odisha,2018,3,baleshwar,3746440,2480538495.3597507
Odisha,2018,3,cuttack,3025622,2048374280.000453
Odisha,2018,3,jajapur,1897103,1217205290.9252758
Odisha,2018,3,ganjam,1634313,1488758261.4624352
Odisha,2018,3,dhenkanal,1546536,893325822.9390367
Odisha,2018,3,puri,1434318,948651181.6266804
Odisha,2018,3,bhadrak,1431437,1105939240.7227635
Odisha,2018,3,kendujhar,1247010,1007991207.6659348
Odisha,2018,3,nayagarh,1140437,672431075.2136058
Odisha,2018,4,khordha,4036038,4756776453.593592
Odisha,2018,4,baleshwar,1996845,1819634443.5278254
Odisha,2018,4,cuttack,1823683,1900469800.3941858
Odisha,2018,4,ganjam,1402146,1733900621.6234186
Odisha,2018,4,jajapur,1228698,1110622397.2154815
Odisha,2018,4,puri,1076748,919852799.4930115
Odisha,2018,4,bhadrak,1048520,1040836292.0215917
Odisha,2018,4,kendujhar,774382,951193274.8831768
Odisha,2018,4,dhenkanal,736715,606485615.306731
Odisha,2018,4,jagatsinghapur,729403,588561101.5869067
Odisha,2018,1,khordha,1013916,1064565482.4430823
Odisha,2018,1,cuttack,487588,391394151.55179805
Odisha,2018,1,baleshwar,469068,306223509.1455674
Odisha,2018,1,ganjam,399549,379358026.2266699
Odisha,2018,1,jajapur,362382,204373666.27913064
Odisha,2018,1,bhadrak,279644,187375014.25093257
Odisha,2018,1,puri,279071,173702320.317419
Odisha,2018,1,kendujhar,259941,196242627.59467983
Odisha,2018,1,jagatsinghapur,226525,119770991.43254161
Odisha,2018,1,mayurbhanj,208105,151786389.20530617
Odisha,2020,2,khordha,16842715,34814877058.41614
Odisha,2020,2,cuttack,3964715,6130914551.435392
Odisha,2020,2,ganjam,2890005,5465974236.170575
Odisha,2020,2,jajapur,2289121,3594755068.4098186
Odisha,2020,2,baleshwar,2140956,3546636201.5880756
Odisha,2020,2,puri,1909766,2861457530.847565
Odisha,2020,2,sundargarh,1703737,2767383294.9817257
Odisha,2020,2,kendujhar,1613148,2773560564.5270324
Odisha,2020,2,bhadrak,1596539,2600823926.1950965
Odisha,2020,2,anugul,1343647,2479132333.718764
Odisha,2020,3,khordha,23387123,44638448273.522484
Odisha,2020,3,cuttack,5060890,8273230957.575866
Odisha,2020,3,ganjam,3839868,7953863604.839375
Odisha,2020,3,jajapur,2999596,5158572435.142748
Odisha,2020,3,baleshwar,2923704,5216210715.3624935
Odisha,2020,3,puri,2508367,3947100295.1771955
Odisha,2020,3,sundargarh,2196403,3933817517.015165
Odisha,2020,3,kendujhar,2057809,3776890615.1413703
Odisha,2020,3,bhadrak,2028722,3426773014.861333
Odisha,2020,3,anugul,1744600,3343482976.3347354
Odisha,2020,4,khordha,30354832,54573862957.883156
Odisha,2020,4,cuttack,7649233,13515958605.271858
Odisha,2020,4,ganjam,5759948,13253685787.514482
Odisha,2020,4,jajapur,4383403,8064953082.11138
Odisha,2020,4,baleshwar,3989220,7694990828.293821
Odisha,2020,4,puri,3709394,6257350469.108795
Odisha,2020,4,sundargarh,3330883,6393696705.870721
Odisha,2020,4,kendujhar,2911896,5952433266.6475725
Odisha,2020,4,bhadrak,2820751,5186943315.86205
Odisha,2020,4,anugul,2566879,5376845657.748442
Odisha,2020,1,khordha,23152370,39755139238.6053
Odisha,2020,1,cuttack,4024520,5842461996.611475
Odisha,2020,1,ganjam,2622872,5351713624.577465
Odisha,2020,1,baleshwar,2303973,3252830642.8493247
Odisha,2020,1,jajapur,2166952,3390103391.1967616
Odisha,2020,1,puri,1788019,2673428317.4419956
Odisha,2020,1,sundargarh,1644012,2694884103.7261004
Odisha,2020,1,bhadrak,1450538,2346314618.120599
Odisha,2020,1,kendujhar,1413416,2398684449.9746833
Odisha,2020,1,anugul,1176601,2199325035.2223163
Odisha,2022,2,khordha,124986765,174299128204.99298
Odisha,2022,2,cuttack,22544912,36561231371.455444
Odisha,2022,2,ganjam,17162973,34095586248.50308
Odisha,2022,2,jajapur,12788486,20441535607.89478
Odisha,2022,2,baleshwar,12044394,22154827661.360664
Odisha,2022,2,puri,11076675,17846685658.05171
Odisha,2022,2,sundargarh,10183902,18077191337.901314
Odisha,2022,2,kendujhar,8741853,16383523040.274462
Odisha,2022,2,bhadrak,8276685,14146459101.732891
Odisha,2022,2,anugul,7523854,13937160595.230968
Odisha,2022,3,khordha,182514532,234713995654.54218
Odisha,2022,3,cuttack,26643179,39407252993.22239
Odisha,2022,3,ganjam,18696976,33504012152.53193
Odisha,2022,3,jajapur,13031811,18746602447.445084
Odisha,2022,3,sundargarh,12922754,20430235862.00017
Odisha,2022,3,baleshwar,11721722,19704921264.794838
Odisha,2022,3,puri,11193823,16592473105.31533
Odisha,2022,3,kendujhar,8971733,14742503568.623665
Odisha,2022,3,bhadrak,8725910,13285204298.360704
Odisha,2022,3,anugul,8115183,13631294531.285406
Odisha,2022,4,khordha,208260666,268479766618.40594
Odisha,2022,4,cuttack,30402517,45410411960.17212
Odisha,2022,4,ganjam,22374745,39538930037.66425
Odisha,2022,4,jajapur,14867125,21337793694.560028
Odisha,2022,4,sundargarh,13451927,21877712615.61438
Odisha,2022,4,baleshwar,13396460,22861471772.138065
Odisha,2022,4,puri,13182742,19540224955.19215
Odisha,2022,4,anugul,12295417,19745058048.99432
Odisha,2022,4,kendujhar,10410170,17491124060.737698
Odisha,2022,4,sambalpur,10274024,14842758106.879675
Odisha,2022,1,khordha,104052705,152745328927.4852
Odisha,2022,1,cuttack,18955932,31482914773.528687
Odisha,2022,1,ganjam,14289760,29674857683.21894
Odisha,2022,1,jajapur,10760033,17569845983.615986
Odisha,2022,1,baleshwar,10164531,19169857482.365425
Odisha,2022,1,puri,9268269,15063520180.06602
Odisha,2022,1,sundargarh,8621086,15915215285.753382
Odisha,2022,1,kendujhar,7553005,15056691322.671288
Odisha,2022,1,bhadrak,7049860,12413725786.608274
Odisha,2022,1,anugul,6423393,12666904909.368557
Odisha,2021,2,khordha,51729539,85083429987.67566
Odisha,2021,2,cuttack,9410135,16755164887.959581
Odisha,2021,2,ganjam,7627913,16847721822.034683
Odisha,2021,2,jajapur,5656119,10463482056.827593
Odisha,2021,2,baleshwar,5228480,10295354117.300941
Odisha,2021,2,puri,4549183,8010886850.312719
Odisha,2021,2,sundargarh,4098648,7912972842.987007
Odisha,2021,2,kendujhar,3840405,8414558964.419752
Odisha,2021,2,bhadrak,3607884,6934665842.085369
Odisha,2021,2,anugul,3164512,6629061184.353283
Odisha,2021,3,khordha,71647985,108452202806.23245
Odisha,2021,3,cuttack,13016632,21926611695.60376
Odisha,2021,3,ganjam,9758386,20245873714.529366
Odisha,2021,3,jajapur,7272580,11904523018.166103
Odisha,2021,3,baleshwar,6888676,12434308111.40699
Odisha,2021,3,puri,6111015,9865814428.877203
Odisha,2021,3,sundargarh,5579434,10009710570.217995
Odisha,2021,3,kendujhar,4942596,9669648441.296114
Odisha,2021,3,bhadrak,4514522,7770426087.071075
Odisha,2021,3,anugul,4298974,8427870407.924927
Odisha,2021,4,khordha,94505879,135122128258.68544
Odisha,2021,4,cuttack,17091193,27928768464.56911
Odisha,2021,4,ganjam,12765148,25961006849.075542
Odisha,2021,4,jajapur,9413690,14846315998.402485
Odisha,2021,4,baleshwar,8971332,16112382301.474274
Odisha,2021,4,puri,8372818,13192898085.078499
Odisha,2021,4,sundargarh,7505779,13524168955.7137
Odisha,2021,4,kendujhar,6478836,12263605984.767776
Odisha,2021,4,bhadrak,5912920,9896347666.60693
Odisha,2021,4,anugul,5595409,10832624236.879738
Odisha,2021,1,khordha,45765876,75722041312.73495
Odisha,2021,1,cuttack,8289932,14866806447.11658
Odisha,2021,1,ganjam,5849764,13763037682.995216
Odisha,2021,1,jajapur,4602753,8875206797.09903
Odisha,2021,1,baleshwar,4262593,8799570176.640512
Odisha,2021,1,puri,3904605,7057319530.168398
Odisha,2021,1,sundargarh,3591361,7002917726.513086
Odisha,2021,1,kendujhar,3023651,6672384144.204559
Odisha,2021,1,bhadrak,2838067,5913171362.618633
Odisha,2021,1,anugul,2688530,5923776582.870062
Odisha,2023,2,khordha,124412287,146803819835.0
Odisha,2023,2,cuttack,46505217,66807740190.0
Odisha,2023,2,ganjam,37687158,65580991112.0
Odisha,2023,2,jajapur,28791729,40171499264.0
Odisha,2023,2,puri,25372964,36233538120.0
Odisha,2023,2,baleshwar,25291904,42078597675.0
Odisha,2023,2,sundargarh,23197177,35645373543.0
Odisha,2023,2,kendujhar,20222348,32289663832.0
Odisha,2023,2,bhadrak,18158095,27663111525.0
Odisha,2023,2,anugul,17821017,28339516034.0
Odisha,2023,1,khordha,111522734,135017933250.0
Odisha,2023,1,cuttack,41385050,62482723536.0
Odisha,2023,1,ganjam,32835788,61573352324.0
Odisha,2023,1,jajapur,25255634,37473229516.0
Odisha,2023,1,baleshwar,22230329,39044589915.0
Odisha,2023,1,puri,21713045,32501736718.0
Odisha,2023,1,sundargarh,20729692,33143659545.0
Odisha,2023,1,kendujhar,18026645,31232789553.0
Odisha,2023,1,bhadrak,16140167,26416399764.0
Odisha,2023,1,anugul,15740427,27099331321.0
Odisha,2019,2,khordha,13339889,19006076643.493904
Odisha,2019,2,cuttack,2289245,3195750424.172798
Odisha,2019,2,ganjam,1557000,2952122343.412873
Odisha,2019,2,baleshwar,1260994,1740194783.6891391
Odisha,2019,2,jajapur,1116157,1615320702.0190089
Odisha,2019,2,puri,808325,1052200875.2230995
Odisha,2019,2,bhadrak,793895,1136520159.8199663
Odisha,2019,2,kendujhar,778337,1270398763.2721443
Odisha,2019,2,sundargarh,769791,1356881694.2599456
Odisha,2019,2,anugul,656270,1100526633.6700115
Odisha,2019,3,khordha,18364742,25509656902.49331
Odisha,2019,3,cuttack,3846764,4539350540.746681
Odisha,2019,3,baleshwar,1845986,2136997579.0817952
Odisha,2019,3,jajapur,1763488,2029201892.6835146
Odisha,2019,3,ganjam,1689894,3154919760.2279887
Odisha,2019,3,puri,1500762,1624951778.3543258
Odisha,2019,3,kendujhar,1226918,1617148718.999577
Odisha,2019,3,sundargarh,1085480,1653794140.1211014
Odisha,2019,3,bhadrak,1061299,1329983572.7403765
Odisha,2019,3,anugul,916878,1372415071.347659
Odisha,2019,4,khordha,27477393,34227232121.528633
Odisha,2019,4,cuttack,5783608,6269240606.54993
Odisha,2019,4,baleshwar,3904913,2998071243.256762
Odisha,2019,4,jajapur,2717947,2951249575.9169297
Odisha,2019,4,ganjam,2682447,4526321215.890192
Odisha,2019,4,puri,2203098,2409106457.318024
Odisha,2019,4,kendujhar,2031166,2048009647.964933
Odisha,2019,4,bhadrak,1978353,1972793936.5333765
Odisha,2019,4,dhenkanal,1550560,1418903993.556759
Odisha,2019,4,sundargarh,1500297,2290633492.9405365
Odisha,2019,1,khordha,9928652,10292381463.86045
Odisha,2019,1,cuttack,2843941,2746382808.134754
Odisha,2019,1,ganjam,2226839,2660856143.34366
Odisha,2019,1,baleshwar,2052883,1780121522.7942674
Odisha,2019,1,jajapur,2005354,1597716033.1140459
Odisha,2019,1,puri,1300890,1292024780.4366007
Odisha,2019,1,bhadrak,1224209,1137735927.0304363
Odisha,2019,1,dhenkanal,1112474,855542150.6448646
Odisha,2019,1,kendujhar,1099272,1219690306.8233683
Odisha,2019,1,anugul,1023176,1083105252.400957
Maharashtra,2018,2,pune,5162876,8513428062.925207
Maharashtra,2018,2,mumbai,3277612,6048515205.760132
Maharashtra,2018,2,mumbai suburban,2055232,3877425976.656087
Maharashtra,2018,2,thane,1773084,3339349832.40853
Maharashtra,2018,2,nashik,956098,1502940957.143
Maharashtra,2018,2,nagpur,792349,1325086381.0421863
Maharashtra,2018,2,aurangabad,789032,1121247393.1699817
Maharashtra,2018,2,solapur,657732,1017429009.0580833
Maharashtra,2018,2,ahmednagar,616058,960786263.1601061
Maharashtra,2018,2,raigad,469802,849899520.0504556
Maharashtra,2018,3,pune,7890491,12601613622.467594
Maharashtra,2018,3,mumbai,4090811,7438893352.297362
Maharashtra,2018,3,mumbai suburban,3049903,5567618775.346842
Maharashtra,2018,3,thane,2611297,4941785822.789892
Maharashtra,2018,3,nashik,1321016,2243065273.9378605
Maharashtra,2018,3,nagpur,1215989,2003870351.0067477
Maharashtra,2018,3,aurangabad,1171650,1755607884.6928542
Maharashtra,2018,3,solapur,957281,1548416428.5291772
Maharashtra,2018,3,ahmednagar,842685,1476318516.9225848
Maharashtra,2018,3,raigad,717318,1362324762.6075263
Maharashtra,2018,4,pune,11075153,18048884123.019886
Maharashtra,2018,4,mumbai,6060284,11506143747.453331
Maharashtra,2018,4,mumbai suburban,4635750,8268990734.490216
Maharashtra,2018,4,thane,4198385,7592415202.1234455
Maharashtra,2018,4,nagpur,1884842,3079870457.7353897
Maharashtra,2018,4,nashik,1881354,3510737505.1936135
Maharashtra,2018,4,aurangabad,1685901,2758523355.9782867
Maharashtra,2018,4,solapur,1266285,2368140884.7300243
Maharashtra,2018,4,ahmednagar,1226980,2363347728.365555
Maharashtra,2018,4,palghar,1088141,1842460037.4482036
Maharashtra,2018,1,pune,3842929,5378982326.835919
Maharashtra,2018,1,mumbai,2671029,3923116793.952079
Maharashtra,2018,1,mumbai suburban,1444587,2385242801.288172
Maharashtra,2018,1,thane,1243518,1995816824.6734967
Maharashtra,2018,1,nashik,669259,874435847.1021329
Maharashtra,2018,1,aurangabad,620430,680361961.5537964
Maharashtra,2018,1,nagpur,592456,781981176.1740795
Maharashtra,2018,1,solapur,451438,535791949.0374774
Maharashtra,2018,1,ahmednagar,438972,522540233.7072377
Maharashtra,2018,1,kolhapur,351519,354723905.37194455
Maharashtra,2020,2,pune,58840981,94890914730.75931
Maharashtra,2020,2,mumbai suburban,14673823,26603760478.450813
Maharashtra,2020,2,thane,12230364,18163626280.67061
Maharashtra,2020,2,nashik,11893531,17207891612.65169
Maharashtra,2020,2,nagpur,8581175,13518590358.378927
Maharashtra,2020,2,aurangabad,7820545,11549930061.996231
Maharashtra,2020,2,ahmednagar,6617740,11240715303.18826
Maharashtra,2020,2,solapur,6271738,11057370637.178139
Maharashtra,2020,2,palghar,4237438,5239353069.683626
Maharashtra,2020,2,raigad,4056198,5669347658.182283
Maharashtra,2020,3,pune,101472134,154366363808.0403
Maharashtra,2020,3,mumbai suburban,20687558,38421032377.84479
Maharashtra,2020,3,nashik,17587671,26675908700.898186
Maharashtra,2020,3,thane,16568232,26708998225.097702
Maharashtra,2020,3,aurangabad,12231686,19033463159.354687
Maharashtra,2020,3,nagpur,11746960,18854510864.94963
Maharashtra,2020,3,ahmednagar,8883332,16593214276.595516
Maharashtra,2020,3,solapur,8375851,16121372736.652992
Maharashtra,2020,3,raigad,5427408,8380993717.388746
Maharashtra,2020,3,palghar,5046305,7298216466.360156
Maharashtra,2020,4,pune,142350762,182511549425.14313
Maharashtra,2020,4,mumbai suburban,31947471,52567087497.07483
Maharashtra,2020,4,thane,30073494,43911916102.08778
Maharashtra,2020,4,nashik,25886584,38876096829.7729
Maharashtra,2020,4,aurangabad,19001745,27681773653.44072
Maharashtra,2020,4,nagpur,17881031,27734234062.40806
Maharashtra,2020,4,ahmednagar,13929256,25560818870.682503
Maharashtra,2020,4,solapur,12746918,24047679847.907963
Maharashtra,2020,4,raigad,9634903,13939207766.945723
Maharashtra,2020,4,palghar,8070045,11789420098.043339
Maharashtra,2020,1,pune,107497963,119146177775.3236
Maharashtra,2020,1,mumbai suburban,23598054,40462122569.6479
Maharashtra,2020,1,thane,15699451,22551048276.307404
Maharashtra,2020,1,nashik,12019521,15505749977.367247
Maharashtra,2020,1,nagpur,10765004,15125508374.00669
Maharashtra,2020,1,aurangabad,9438690,11942430956.817465
Maharashtra,2020,1,ahmednagar,5518308,9057699649.519627
Maharashtra,2020,1,solapur,4939298,8556069047.344244
Maharashtra,2020,1,mumbai,4716907,8325816941.590815
Maharashtra,2020,1,raigad,4244606,6091061427.355885
Maharashtra,2022,2,pune,520321567,620747087392.5974
Maharashtra,2022,2,mumbai suburban,125227570,172590494011.93738
