State,Year,Quarter,District,Registered_user
Odisha,2020,4,puri,402457
Odisha,2020,4,bhadrak,342034
Odisha,2020,4,kendujhar,328498
Odisha,2020,4,mayurbhanj,295929
Odisha,2020,1,khordha,1083466
Odisha,2020,1,cuttack,578471
Odisha,2020,1,ganjam,512643
Odisha,2020,1,baleshwar,410789
Odisha,2020,1,jajapur,359087
Odisha,2020,1,sundargarh,313040
Odisha,2020,1,puri,311477
Odisha,2020,1,bhadrak,265259
Odisha,2020,1,kendujhar,253988
Odisha,2020,1,anugul,228339
Odisha,2022,2,khordha,1924289
Odisha,2022,2,cuttack,1077286
Odisha,2022,2,ganjam,999398
Odisha,2022,2,baleshwar,769737
Odisha,2022,2,jajapur,672209
Odisha,2022,2,sundargarh,625606
Odisha,2022,2,puri,595694
Odisha,2022,2,bhadrak,507695
Odisha,2022,2,kendujhar,496154
Odisha,2022,2,mayurbhanj,451049
Odisha,2022,3,khordha,2025108
Odisha,2022,3,cuttack,1135881
Odisha,2022,3,ganjam,1054407
Odisha,2022,3,baleshwar,812109
Odisha,2022,3,jajapur,709685
Odisha,2022,3,sundargarh,658859
Odisha,2022,3,puri,627710
Odisha,2022,3,bhadrak,535581
Odisha,2022,3,kendujhar,523219
Odisha,2022,3,mayurbhanj,475312
Odisha,2022,4,khordha,2124474
Odisha,2022,4,cuttack,1190925
Odisha,2022,4,ganjam,1105095
Odisha,2022,4,baleshwar,850800
Odisha,2022,4,jajapur,743948
Odisha,2022,4,sundargarh,689753
Odisha,2022,4,puri,657668
Odisha,2022,4,bhadrak,560896
Odisha,2022,4,kendujhar,547019
Odisha,2022,4,mayurbhanj,495920
Odisha,2022,1,khordha,1827307
Odisha,2022,1,cuttack,1021526
Odisha,2022,1,ganjam,946066
Odisha,2022,1,baleshwar,728990
Odisha,2022,1,jajapur,636291
Odisha,2022,1,sundargarh,592346
Odisha,2022,1,puri,564442
Odisha,2022,1,bhadrak,481063
Odisha,2022,1,kendujhar,469295
Odisha,2022,1,mayurbhanj,426398
Odisha,2021,2,khordha,1511068
Odisha,2021,2,cuttack,838924
Odisha,2021,2,ganjam,772409
Odisha,2021,2,baleshwar,596366
Odisha,2021,2,jajapur,518570
Odisha,2021,2,sundargarh,482937
Odisha,2021,2,puri,462146
Odisha,2021,2,bhadrak,392928
Odisha,2021,2,kendujhar,379263
Odisha,2021,2,mayurbhanj,342898
Odisha,2021,3,khordha,1618171
Odisha,2021,3,cuttack,900706
Odisha,2021,3,ganjam,831869
Odisha,2021,3,baleshwar,641826
Odisha,2021,3,jajapur,558822
Odisha,2021,3,sundargarh,520155
Odisha,2021,3,puri,497069
Odisha,2021,3,bhadrak,423068
Odisha,2021,3,kendujhar,410049
Odisha,2021,3,mayurbhanj,371425
Odisha,2021,4,khordha,1725313
Odisha,2021,4,cuttack,962341
Odisha,2021,4,ganjam,889686
Odisha,2021,4,baleshwar,685881
Odisha,2021,4,jajapur,598043
Odisha,2021,4,sundargarh,556973
Odisha,2021,4,puri,531127
Odisha,2021,4,bhadrak,452384
Odisha,2021,4,kendujhar,440078
Odisha,2021,4,mayurbhanj,399076
Odisha,2021,1,khordha,1415897
Odisha,2021,1,cuttack,784846
Odisha,2021,1,ganjam,721311
Odisha,2021,1,baleshwar,557273
Odisha,2021,1,jajapur,484003
Odisha,2021,1,sundargarh,450776
Odisha,2021,1,puri,431553
Odisha,2021,1,bhadrak,366825
Odisha,2021,1,kendujhar,352967
Odisha,2021,1,mayurbhanj,318465
Odisha,2023,2,khordha,2305026
Odisha,2023,2,cuttack,1297120
Odisha,2023,2,ganjam,1206180
Odisha,2023,2,baleshwar,928537
Odisha,2023,2,jajapur,812448
Odisha,2023,2,sundargarh,752827
Odisha,2023,2,puri,716985
Odisha,2023,2,bhadrak,612055
Odisha,2023,2,kendujhar,598879
Odisha,2023,2,mayurbhanj,544278
Odisha,2023,1,khordha,2220922
Odisha,2023,1,cuttack,1246094
Odisha,2023,1,ganjam,1156695
Odisha,2023,1,baleshwar,890218
Odisha,2023,1,jajapur,779435
Odisha,2023,1,sundargarh,721849
Odisha,2023,1,puri,687988
Odisha,2023,1,bhadrak,587089
Odisha,2023,1,kendujhar,573097
Odisha,2023,1,mayurbhanj,519691
Odisha,2019,2,khordha,826007
Odisha,2019,2,cuttack,417809
Odisha,2019,2,ganjam,373530
Odisha,2019,2,baleshwar,299757
Odisha,2019,2,jajapur,260311
Odisha,2019,2,sundargarh,226776
Odisha,2019,2,puri,217206
Odisha,2019,2,kendujhar,188657
Odisha,2019,2,bhadrak,187084
Odisha,2019,2,anugul,169261
Odisha,2019,3,khordha,916565
Odisha,2019,3,cuttack,472851
Odisha,2019,3,ganjam,414068
Odisha,2019,3,baleshwar,329289
Odisha,2019,3,jajapur,290776
Odisha,2019,3,sundargarh,253356
Odisha,2019,3,puri,247141
Odisha,2019,3,bhadrak,208757
Odisha,2019,3,kendujhar,208218
Odisha,2019,3,anugul,187022
Odisha,2019,4,khordha,1014134
Odisha,2019,4,cuttack,534970
Odisha,2019,4,ganjam,469522
Odisha,2019,4,baleshwar,377976
Odisha,2019,4,jajapur,332074
Odisha,2019,4,puri,285955
Odisha,2019,4,sundargarh,284913
Odisha,2019,4,bhadrak,243586
Odisha,2019,4,kendujhar,234041
Odisha,2019,4,anugul,211167
Odisha,2019,1,khordha,745457
Odisha,2019,1,cuttack,372513
Odisha,2019,1,ganjam,332190
Odisha,2019,1,baleshwar,271095
Odisha,2019,1,jajapur,236643
Odisha,2019,1,sundargarh,198716
Odisha,2019,1,puri,195690
Odisha,2019,1,kendujhar,167750
Odisha,2019,1,bhadrak,166600
Odisha,2019,1,anugul,150627
Maharashtra,2018,2,pune,1592293
Maharashtra,2018,2,mumbai suburban,957633
Maharashtra,2018,2,thane,861292
Maharashtra,2018,2,nashik,436668
Maharashtra,2018,2,nagpur,380425
Maharashtra,2018,2,aurangabad,347838
Maharashtra,2018,2,mumbai,319588
Maharashtra,2018,2,ahmednagar,268520
Maharashtra,2018,2,solapur,259084
Maharashtra,2018,2,palghar,239053
Maharashtra,2018,3,pune,1974138
Maharashtra,2018,3,mumbai suburban,1218632
Maharashtra,2018,3,thane,1104206
Maharashtra,2018,3,nashik,552556
Maharashtra,2018,3,nagpur,487280
Maharashtra,2018,3,aurangabad,428394
Maharashtra,2018,3,mumbai,410878
Maharashtra,2018,3,ahmednagar,344804
Maharashtra,2018,3,solapur,331428
Maharashtra,2018,3,palghar,312322
Maharashtra,2018,4,pune,2498852
Maharashtra,2018,4,mumbai suburban,1578487
Maharashtra,2018,4,thane,1473811
Maharashtra,2018,4,nashik,698343
Maharashtra,2018,4,nagpur,627317
Maharashtra,2018,4,mumbai,543353
Maharashtra,2018,4,aurangabad,534477
Maharashtra,2018,4,ahmednagar,439246
Maharashtra,2018,4,solapur,419060
Maharashtra,2018,4,palghar,414825
Maharashtra,2018,1,pune,1211643
Maharashtra,2018,1,mumbai suburban,719300
Maharashtra,2018,1,thane,631864
Maharashtra,2018,1,nashik,321402
Maharashtra,2018,1,nagpur,280007
Maharashtra,2018,1,aurangabad,266324
Maharashtra,2018,1,mumbai,233538
Maharashtra,2018,1,ahmednagar,197473
Maharashtra,2018,1,solapur,190033
Maharashtra,2018,1,raigad,173015
Maharashtra,2020,2,pune,5144688
Maharashtra,2020,2,thane,3135101
Maharashtra,2020,2,mumbai suburban,3060916
Maharashtra,2020,2,nashik,1602650
Maharashtra,2020,2,nagpur,1377642
Maharashtra,2020,2,aurangabad,1142730
Maharashtra,2020,2,mumbai,1141566
Maharashtra,2020,2,ahmednagar,1014520
Maharashtra,2020,2,palghar,947121
Maharashtra,2020,2,solapur,918756
Maharashtra,2020,3,pune,5546002
Maharashtra,2020,3,thane,3401853
Maharashtra,2020,3,mumbai suburban,3304696
Maharashtra,2020,3,nashik,1752191
Maharashtra,2020,3,nagpur,1502777
Maharashtra,2020,3,aurangabad,1244879
Maharashtra,2020,3,mumbai,1234355
Maharashtra,2020,3,ahmednagar,1123648
Maharashtra,2020,3,palghar,1034468
Maharashtra,2020,3,solapur,1012518
Maharashtra,2020,4,pune,6033615
Maharashtra,2020,4,thane,3727358
Maharashtra,2020,4,mumbai suburban,3609970
Maharashtra,2020,4,nashik,1907318
Maharashtra,2020,4,nagpur,1637270
Maharashtra,2020,4,aurangabad,1355656
Maharashtra,2020,4,mumbai,1347356
Maharashtra,2020,4,ahmednagar,1237321
Maharashtra,2020,4,palghar,1136061
Maharashtra,2020,4,solapur,1113260
Maharashtra,2020,1,pune,4802397
Maharashtra,2020,1,thane,2878073
Maharashtra,2020,1,mumbai suburban,2843378
Maharashtra,2020,1,nashik,1448324
Maharashtra,2020,1,nagpur,1251510
Maharashtra,2020,1,mumbai,1054509
Maharashtra,2020,1,aurangabad,1046306
Maharashtra,2020,1,ahmednagar,905962
Maharashtra,2020,1,palghar,848560
Maharashtra,2020,1,raigad,830643
Maharashtra,2022,2,pune,8757249
Maharashtra,2022,2,thane,5471749
Maharashtra,2022,2,mumbai suburban,5281053
Maharashtra,2022,2,nashik,2803471
Maharashtra,2022,2,nagpur,2407812
Maharashtra,2022,2,aurangabad,1996927
Maharashtra,2022,2,mumbai,1972178
Maharashtra,2022,2,ahmednagar,1844168
Maharashtra,2022,2,palghar,1689875
Maharashtra,2022,2,solapur,1649511
Maharashtra,2022,3,pune,9194074
Maharashtra,2022,3,thane,5757165
Maharashtra,2022,3,mumbai suburban,5555095
Maharashtra,2022,3,nashik,2948824
Maharashtra,2022,3,nagpur,2532986
Maharashtra,2022,3,aurangabad,2101234
Maharashtra,2022,3,mumbai,2074701
Maharashtra,2022,3,ahmednagar,1940071
Maharashtra,2022,3,palghar,1781265
Maharashtra,2022,3,solapur,1733556
Maharashtra,2022,4,pune,9622338
Maharashtra,2022,4,thane,6042267
Maharashtra,2022,4,mumbai suburban,5831539
Maharashtra,2022,4,nashik,3086721
Maharashtra,2022,4,nagpur,2655029
Maharashtra,2022,4,aurangabad,2201353
Maharashtra,2022,4,mumbai,2178155
Maharashtra,2022,4,ahmednagar,2027819
Maharashtra,2022,4,palghar,1870957
Maharashtra,2022,4,solapur,1811044
Maharashtra,2022,1,pune,8331582
Maharashtra,2022,1,thane,5196050
Maharashtra,2022,1,mumbai suburban,5017556
Maharashtra,2022,1,nashik,2661739
Maharashtra,2022,1,nagpur,2286011
Maharashtra,2022,1,aurangabad,1894797
Maharashtra,2022,1,mumbai,1873643
Maharashtra,2022,1,ahmednagar,1749682
Maharashtra,2022,1,palghar,1601518
Maharashtra,2022,1,solapur,1565902
Maharashtra,2021,2,pune,6915820
Maharashtra,2021,2,thane,4290066
Maharashtra,2021,2,mumbai suburban,4151227
Maharashtra,2021,2,nashik,2191882
Maharashtra,2021,2,nagpur,1883447
Maharashtra,2021,2,aurangabad,1557693
Maharashtra,2021,2,mumbai,1549784
Maharashtra,2021,2,ahmednagar,1429562
Maharashtra,2021,2,palghar,1312388
Maharashtra,2021,2,solapur,1283601
Maharashtra,2021,3,pune,7398336
Maharashtra,2021,3,thane,4597394
Maharashtra,2021,3,mumbai suburban,4444495
Maharashtra,2021,3,nashik,2352259
Maharashtra,2021,3,nagpur,2020264
Maharashtra,2021,3,aurangabad,1671665
Maharashtra,2021,3,mumbai,1659663
Maharashtra,2021,3,ahmednagar,1539300
Maharashtra,2021,3,palghar,1410321
Maharashtra,2021,3,solapur,1380100
Maharashtra,2021,4,pune,7880431
Maharashtra,2021,4,thane,4906492
Maharashtra,2021,4,mumbai suburban,4740546
Maharashtra,2021,4,nashik,2510393
Maharashtra,2021,4,nagpur,2157149
Maharashtra,2021,4,aurangabad,1786190
Maharashtra,2021,4,mumbai,1770325
Maharashtra,2021,4,ahmednagar,1646991
Maharashtra,2021,4,palghar,1508500
Maharashtra,2021,4,solapur,1475291
Maharashtra,2021,1,pune,6481971
Maharashtra,2021,1,thane,4014464
Maharashtra,2021,1,mumbai suburban,3886500
Maharashtra,2021,1,nashik,2049293
Maharashtra,2021,1,nagpur,1761562
Maharashtra,2021,1,aurangabad,1456891
Maharashtra,2021,1,mumbai,1450548
Maharashtra,2021,1,ahmednagar,1333477
Maharashtra,2021,1,palghar,1225423
Maharashtra,2021,1,solapur,1199130
Maharashtra,2023,2,pune,10396344
Maharashtra,2023,2,thane,6552282
Maharashtra,2023,2,mumbai suburban,6322778
Maharashtra,2023,2,nashik,3350410
Maharashtra,2023,2,nagpur,2882255
Maharashtra,2023,2,aurangabad,2390854
Maharashtra,2023,2,mumbai,2361852
Maharashtra,2023,2,ahmednagar,2208055
Maharashtra,2023,2,palghar,2037722
Maharashtra,2023,2,solapur,1970077
Maharashtra,2023,1,pune,10037022
Maharashtra,2023,1,thane,6314618
Maharashtra,2023,1,mumbai suburban,6095695
Maharashtra,2023,1,nashik,3223873
Maharashtra,2023,1,nagpur,2775157
Maharashtra,2023,1,aurangabad,2300283
Maharashtra,2023,1,mumbai,2276888
Maharashtra,2023,1,ahmednagar,2119506
Maharashtra,2023,1,palghar,1957628
Maharashtra,2023,1,solapur,1892509
Maharashtra,2019,2,pune,3514081
Maharashtra,2019,2,mumbai suburban,2151657
Maharashtra,2019,2,thane,2118406
Maharashtra,2019,2,nashik,995687
Maharashtra,2019,2,nagpur,887042
Maharashtra,2019,2,mumbai,785480
Maharashtra,2019,2,aurangabad,736863
Maharashtra,2019,2,ahmednagar,614812
Maharashtra,2019,2,palghar,608184
Maharashtra,2019,2,raigad,594675
Maharashtra,2019,3,pune,4004991
Maharashtra,2019,3,mumbai suburban,2407754
Maharashtra,2019,3,thane,2396815
Maharashtra,2019,3,nashik,1155897
Maharashtra,2019,3,nagpur,1015333
Maharashtra,2019,3,mumbai,889541
Maharashtra,2019,3,aurangabad,841802
Maharashtra,2019,3,ahmednagar,705492
Maharashtra,2019,3,palghar,691229
Maharashtra,2019,3,raigad,679155
Maharashtra,2019,4,pune,4416899
Maharashtra,2019,4,thane,2638051
Maharashtra,2019,4,mumbai suburban,2630360
Maharashtra,2019,4,nashik,1304611
Maharashtra,2019,4,nagpur,1134480
Maharashtra,2019,4,mumbai,973018
Maharashtra,2019,4,aurangabad,947081
Maharashtra,2019,4,ahmednagar,805271
Maharashtra,2019,4,palghar,767925
Maharashtra,2019,4,raigad,754910
Maharashtra,2019,1,pune,3038402
Maharashtra,2019,1,mumbai suburban,1901210
Maharashtra,2019,1,thane,1834051
Maharashtra,2019,1,nashik,853648
Maharashtra,2019,1,nagpur,765612
Maharashtra,2019,1,mumbai,670094
Maharashtra,2019,1,aurangabad,644687
Maharashtra,2019,1,ahmednagar,532651
Maharashtra,2019,1,palghar,521918
Maharashtra,2019,1,raigad,509108
West Bengal,2018,2,north twenty four parganas,572438
West Bengal,2018,2,kolkata,431481
West Bengal,2018,2,murshidabad,276931
West Bengal,2018,2,hooghly,221090
West Bengal,2018,2,south twenty four parganas,214056
West Bengal,2018,2,nadia,209683
West Bengal,2018,2,paschim bardhaman,203750
West Bengal,2018,2,howrah,198699
West Bengal,2018,2,purba medinipur,195830
West Bengal,2018,2,paschim medinipur,185542
West Bengal,2018,3,north twenty four parganas,722572
West Bengal,2018,3,kolkata,548600
West Bengal,2018,3,murshidabad,335935
West Bengal,2018,3,south twenty four parganas,284988
West Bengal,2018,3,hooghly,280640
West Bengal,2018,3,nadia,262694
West Bengal,2018,3,howrah,255445
West Bengal,2018,3,purba medinipur,252759
West Bengal,2018,3,paschim bardhaman,251021
West Bengal,2018,3,paschim medinipur,238405
West Bengal,2018,4,north twenty four parganas,946634
West Bengal,2018,4,kolkata,721653
West Bengal,2018,4,murshidabad,417114
West Bengal,2018,4,hooghly,400360
West Bengal,2018,4,south twenty four parganas,398349
West Bengal,2018,4,howrah,339192
West Bengal,2018,4,nadia,325690
West Bengal,2018,4,purba medinipur,323889
West Bengal,2018,4,paschim medinipur,304068
West Bengal,2018,4,paschim bardhaman,302594
West Bengal,2018,1,north twenty four parganas,396980
West Bengal,2018,1,kolkata,306503
West Bengal,2018,1,murshidabad,187824
West Bengal,2018,1,hooghly,148033
West Bengal,2018,1,south twenty four parganas,142473
West Bengal,2018,1,paschim bardhaman,139310
West Bengal,2018,1,howrah,136589
West Bengal,2018,1,nadia,136396
West Bengal,2018,1,purba medinipur,131380
West Bengal,2018,1,paschim medinipur,127203
West Bengal,2020,2,north twenty four parganas,1966125
West Bengal,2020,2,kolkata,1454772
West Bengal,2020,2,murshidabad,922312
West Bengal,2020,2,south twenty four parganas,919118
West Bengal,2020,2,hooghly,833240
West Bengal,2020,2,howrah,732829
West Bengal,2020,2,nadia,701101
West Bengal,2020,2,purba medinipur,696243
West Bengal,2020,2,paschim medinipur,631931
West Bengal,2020,2,purba bardhaman,589508
West Bengal,2020,3,north twenty four parganas,2143943
West Bengal,2020,3,kolkata,1573291
West Bengal,2020,3,south twenty four parganas,1023020
West Bengal,2020,3,murshidabad,1005986
West Bengal,2020,3,hooghly,906517
West Bengal,2020,3,howrah,804627
West Bengal,2020,3,nadia,768633
West Bengal,2020,3,purba medinipur,760873
West Bengal,2020,3,paschim medinipur,689466
West Bengal,2020,3,purba bardhaman,639938
West Bengal,2020,4,north twenty four parganas,2321888
West Bengal,2020,4,kolkata,1700474
West Bengal,2020,4,south twenty four parganas,1118649
West Bengal,2020,4,murshidabad,1085899
West Bengal,2020,4,hooghly,977339
West Bengal,2020,4,howrah,875172
West Bengal,2020,4,nadia,832891
West Bengal,2020,4,purba medinipur,824961
West Bengal,2020,4,paschim medinipur,747114
West Bengal,2020,4,paschim bardhaman,688685
West Bengal,2020,1,north twenty four parganas,1789973
West Bengal,2020,1,kolkata,1336585
West Bengal,2020,1,murshidabad,830132
West Bengal,2020,1,south twenty four parganas,820857
West Bengal,2020,1,hooghly,755631
West Bengal,2020,1,howrah,654600
West Bengal,2020,1,nadia,633794
West Bengal,2020,1,purba medinipur,632173
West Bengal,2020,1,paschim medinipur,572195
West Bengal,2020,1,paschim bardhaman,538224
West Bengal,2022,2,north twenty four parganas,3397791
West Bengal,2022,2,kolkata,2461795
West Bengal,2022,2,south twenty four parganas,1655743
West Bengal,2022,2,murshidabad,1608797
West Bengal,2022,2,hooghly,1429378
West Bengal,2022,2,howrah,1285159
West Bengal,2022,2,nadia,1229358
West Bengal,2022,2,purba medinipur,1219530
West Bengal,2022,2,paschim medinipur,1105840
West Bengal,2022,2,purba bardhaman,1016127
West Bengal,2022,3,north twenty four parganas,3578500
West Bengal,2022,3,kolkata,2588380
West Bengal,2022,3,south twenty four parganas,1745822
West Bengal,2022,3,murshidabad,1696729
West Bengal,2022,3,hooghly,1506412
West Bengal,2022,3,howrah,1354886
West Bengal,2022,3,nadia,1296764
West Bengal,2022,3,purba medinipur,1286641
West Bengal,2022,3,paschim medinipur,1165076
West Bengal,2022,3,purba bardhaman,1070637
West Bengal,2022,4,north twenty four parganas,3755017
West Bengal,2022,4,kolkata,2716412
West Bengal,2022,4,south twenty four parganas,1828512
West Bengal,2022,4,murshidabad,1778470
West Bengal,2022,4,hooghly,1579023
West Bengal,2022,4,howrah,1422011
West Bengal,2022,4,nadia,1359420
West Bengal,2022,4,purba medinipur,1346908
West Bengal,2022,4,paschim medinipur,1217113
West Bengal,2022,4,purba bardhaman,1119310
West Bengal,2022,1,north twenty four parganas,3224459
West Bengal,2022,1,kolkata,2340343
West Bengal,2022,1,south twenty four parganas,1569037
West Bengal,2022,1,murshidabad,1524507
West Bengal,2022,1,hooghly,1356282
West Bengal,2022,1,howrah,1218931
West Bengal,2022,1,nadia,1164783
West Bengal,2022,1,purba medinipur,1155279
West Bengal,2022,1,paschim medinipur,1048100
West Bengal,2022,1,purba bardhaman,962974
West Bengal,2021,2,north twenty four parganas,2660664
West Bengal,2021,2,kolkata,1944113
West Bengal,2021,2,south twenty four parganas,1286588
West Bengal,2021,2,murshidabad,1248602
West Bengal,2021,2,hooghly,1117731
West Bengal,2021,2,howrah,1004570
West Bengal,2021,2,nadia,955428
West Bengal,2021,2,purba medinipur,946277
West Bengal,2021,2,paschim medinipur,856640
West Bengal,2021,2,paschim bardhaman,789026
West Bengal,2021,3,north twenty four parganas,2852030
West Bengal,2021,3,kolkata,2078360
West Bengal,2021,3,south twenty four parganas,1383020
West Bengal,2021,3,murshidabad,1342984
West Bengal,2021,3,hooghly,1198858
West Bengal,2021,3,howrah,1077467
West Bengal,2021,3,nadia,1026795
West Bengal,2021,3,purba medinipur,1017925
West Bengal,2021,3,paschim medinipur,922218
West Bengal,2021,3,purba bardhaman,847622
West Bengal,2021,4,north twenty four parganas,3043008
West Bengal,2021,4,kolkata,2213659
West Bengal,2021,4,south twenty four parganas,1477679
West Bengal,2021,4,murshidabad,1435266
West Bengal,2021,4,hooghly,1278850
West Bengal,2021,4,howrah,1150144
West Bengal,2021,4,nadia,1096767
West Bengal,2021,4,purba medinipur,1087362
West Bengal,2021,4,paschim medinipur,985745
West Bengal,2021,4,purba bardhaman,905950
West Bengal,2021,1,north twenty four parganas,2491076
West Bengal,2021,1,kolkata,1823074
West Bengal,2021,1,south twenty four parganas,1202229
West Bengal,2021,1,murshidabad,1166975
West Bengal,2021,1,hooghly,1046242
West Bengal,2021,1,howrah,940133
West Bengal,2021,1,nadia,893107
West Bengal,2021,1,purba medinipur,884605
West Bengal,2021,1,paschim medinipur,800530
West Bengal,2021,1,paschim bardhaman,738540
West Bengal,2023,2,north twenty four parganas,4079270
West Bengal,2023,2,kolkata,2941189
West Bengal,2023,2,south twenty four parganas,1993465
West Bengal,2023,2,murshidabad,1943677
West Bengal,2023,2,hooghly,1717832
West Bengal,2023,2,howrah,1546777
West Bengal,2023,2,nadia,1482400
West Bengal,2023,2,purba medinipur,1468608
West Bengal,2023,2,paschim medinipur,1328693
West Bengal,2023,2,purba bardhaman,1221383
West Bengal,2023,1,north twenty four parganas,3926974
West Bengal,2023,1,kolkata,2838411
West Bengal,2023,1,south twenty four parganas,1913867
West Bengal,2023,1,murshidabad,1868610
West Bengal,2023,1,hooghly,1651210
West Bengal,2023,1,howrah,1488195
West Bengal,2023,1,nadia,1423179
West Bengal,2023,1,purba medinipur,1409101
West Bengal,2023,1,paschim medinipur,1274166
West Bengal,2023,1,purba bardhaman,1171416
West Bengal,2019,2,north twenty four parganas,1312362
West Bengal,2019,2,kolkata,1014406
West Bengal,2019,2,south twenty four parganas,579599
West Bengal,2019,2,hooghly,557946
West Bengal,2019,2,murshidabad,548604
West Bengal,2019,2,howrah,480813
West Bengal,2019,2,purba medinipur,448850
West Bengal,2019,2,nadia,447979
West Bengal,2019,2,paschim medinipur,411877
West Bengal,2019,2,paschim bardhaman,395259
West Bengal,2019,3,north twenty four parganas,1478650
West Bengal,2019,3,kolkata,1138965
West Bengal,2019,3,south twenty four parganas,659919
West Bengal,2019,3,hooghly,624518
West Bengal,2019,3,murshidabad,622422
West Bengal,2019,3,howrah,540552
West Bengal,2019,3,purba medinipur,504142
West Bengal,2019,3,nadia,502635
West Bengal,2019,3,paschim medinipur,455417
West Bengal,2019,3,paschim bardhaman,438438
West Bengal,2019,4,north twenty four parganas,1638605
West Bengal,2019,4,kolkata,1238698
West Bengal,2019,4,murshidabad,750671
West Bengal,2019,4,south twenty four parganas,741375
West Bengal,2019,4,hooghly,694972
West Bengal,2019,4,howrah,597553
West Bengal,2019,4,purba medinipur,573088
West Bengal,2019,4,nadia,571859
West Bengal,2019,4,paschim medinipur,520047
West Bengal,2019,4,paschim bardhaman,492425
West Bengal,2019,1,north twenty four parganas,1130983
West Bengal,2019,1,kolkata,868126
West Bengal,2019,1,south twenty four parganas,487180
West Bengal,2019,1,hooghly,480952
West Bengal,2019,1,murshidabad,478812
West Bengal,2019,1,howrah,410583
West Bengal,2019,1,purba medinipur,389583
West Bengal,2019,1,nadia,385179
West Bengal,2019,1,paschim medinipur,361979
West Bengal,2019,1,paschim bardhaman,349928
Andhra Pradesh,2018,2,visakhapatnam,636052
Andhra Pradesh,2018,2,east godavari,454398
Andhra Pradesh,2018,2,krishna,431965
Andhra Pradesh,2018,2,guntur,420326
Andhra Pradesh,2018,2,chittoor,414306
Andhra Pradesh,2018,2,anantapur,326383
Andhra Pradesh,2018,2,kurnool,319313
Andhra Pradesh,2018,2,west godavari,282393
Andhra Pradesh,2018,2,spsr nellore,261049
Andhra Pradesh,2018,2,prakasam,253458
Andhra Pradesh,2018,3,visakhapatnam,769096
Andhra Pradesh,2018,3,east godavari,558982
Andhra Pradesh,2018,3,krishna,537086
Andhra Pradesh,2018,3,guntur,518931
Andhra Pradesh,2018,3,chittoor,515727
Andhra Pradesh,2018,3,anantapur,405855
Andhra Pradesh,2018,3,kurnool,394311
Andhra Pradesh,2018,3,west godavari,349782
Andhra Pradesh,2018,3,spsr nellore,322446
Andhra Pradesh,2018,3,prakasam,314899
Andhra Pradesh,2018,4,visakhapatnam,978288
Andhra Pradesh,2018,4,east godavari,694455
Andhra Pradesh,2018,4,krishna,682479
Andhra Pradesh,2018,4,chittoor,665280
Andhra Pradesh,2018,4,guntur,659552
Andhra Pradesh,2018,4,anantapur,510892
Andhra Pradesh,2018,4,kurnool,498582
Andhra Pradesh,2018,4,west godavari,435668
Andhra Pradesh,2018,4,spsr nellore,407495
Andhra Pradesh,2018,4,prakasam,394962
Andhra Pradesh,2018,1,visakhapatnam,497187
Andhra Pradesh,2018,1,east godavari,350356
Andhra Pradesh,2018,1,krishna,323673
Andhra Pradesh,2018,1,guntur,317065
Andhra Pradesh,2018,1,chittoor,309541
Andhra Pradesh,2018,1,anantapur,241192
Andhra Pradesh,2018,1,kurnool,240133
Andhra Pradesh,2018,1,west godavari,213335
Andhra Pradesh,2018,1,spsr nellore,194475
Andhra Pradesh,2018,1,prakasam,189949
Andhra Pradesh,2020,2,visakhapatnam,1904719
Andhra Pradesh,2020,2,east godavari,1459116
Andhra Pradesh,2020,2,krishna,1459041
Andhra Pradesh,2020,2,guntur,1426271
Andhra Pradesh,2020,2,chittoor,1385916
Andhra Pradesh,2020,2,anantapur,1076953
Andhra Pradesh,2020,2,kurnool,1035093
Andhra Pradesh,2020,2,west godavari,944829
Andhra Pradesh,2020,2,spsr nellore,854459
Andhra Pradesh,2020,2,prakasam,830709
Andhra Pradesh,2020,3,visakhapatnam,2058346
Andhra Pradesh,2020,3,east godavari,1601940
Andhra Pradesh,2020,3,krishna,1599289
Andhra Pradesh,2020,3,guntur,1567595
Andhra Pradesh,2020,3,chittoor,1506503
Andhra Pradesh,2020,3,anantapur,1186851
Andhra Pradesh,2020,3,kurnool,1132240
Andhra Pradesh,2020,3,west godavari,1053674
Andhra Pradesh,2020,3,spsr nellore,937176
Andhra Pradesh,2020,3,prakasam,915240
Andhra Pradesh,2020,4,visakhapatnam,2209658
Andhra Pradesh,2020,4,east godavari,1746280
Andhra Pradesh,2020,4,krishna,1744028
Andhra Pradesh,2020,4,guntur,1712940
Andhra Pradesh,2020,4,chittoor,1631331
Andhra Pradesh,2020,4,anantapur,1295872
Andhra Pradesh,2020,4,kurnool,1230466
Andhra Pradesh,2020,4,west godavari,1163179
Andhra Pradesh,2020,4,spsr nellore,1022944
Andhra Pradesh,2020,4,prakasam,999462
Andhra Pradesh,2020,1,visakhapatnam,1763581
Andhra Pradesh,2020,1,krishna,1331602
Andhra Pradesh,2020,1,east godavari,1329664
Andhra Pradesh,2020,1,guntur,1289678
Andhra Pradesh,2020,1,chittoor,1270907
Andhra Pradesh,2020,1,anantapur,971850
Andhra Pradesh,2020,1,kurnool,936293
Andhra Pradesh,2020,1,west godavari,843835
Andhra Pradesh,2020,1,spsr nellore,775440
Andhra Pradesh,2020,1,prakasam,748655
Andhra Pradesh,2022,2,visakhapatnam,3226029
Andhra Pradesh,2022,2,east godavari,2564165
Andhra Pradesh,2022,2,krishna,2552107
